Title,Description,Ingredients,Directions,Link
Copycat Wingstop Cajun Corn,"This copycat Wingstop Cajun corn is seasoned with garlic, cayenne, and herbs, exactly like your favorite restaurant version.","['4 ears fresh yellow corn', '2 tablespoons olive oil', '1 1/4 teaspoons kosher salt', '1/2 cup butter, melted, divided', '1/2 teaspoon ground black pepper', '1 teaspoon onion powder', '1 teaspoon garlic powder', '1/4 teaspoon dried thyme', '1/4 teaspoon dried oregano', '1 teaspoon paprika', '1/4 teaspoon cayenne pepper']","['Cut corn into 2-inch thick pieces. Toss corn with olive oil, 1 teaspoon salt and 2 tablespoons melted butter.', ""Preheat an air fryer to 400 degrees F (200 degrees C) according to manufacturer's instructions. Add corn to air fryer and cook about 15 minutes, tossing occasionally, until partially golden brown."", 'Meanwhile, combine remaining salt and butter with remaining ingredients in a large bowl and mix well.', 'Add cooked corn to butter mixture\xa0 and toss well to coat.']",https://www.allrecipes.com/copycat-wingstop-cajun-corn-recipe-8681405
Chef John's Hot Water Cornbread,"This deep-fried hot water cornbread might be the most Southern of all Southern cornbreads. The taste is very familiar, but that crusty, crispy exterior makes it new and exciting.","['2 cups cornmeal', '1/4 cup all-purpose flour', '2 tablespoons sugar', '2 teaspoons kosher salt', '1 tablespoon baking powder', '1 1/2 cups boiling water', '1 tablespoon unsalted butter', '3 cups vegetable oil for frying, or as needed']","['Combine cornmeal, flour, sugar, salt, and baking powder in a bowl and whisk thoroughly until well mixed.', 'Pour in water, and carefully mix with a spoon until combined. Add butter and mix with a spoon until combined.', 'Line a baking sheet with parchment paper. Use a spoon or ice cream scoop to transfer 8 equal portions onto the prepared pan. Cover with plastic and press with your hands to form smooth patties about 1-inch thick.', 'For best results, chill dough in the refrigerator for at least 1 hour before frying. If needed, dough can be fried as soon as it is made.', 'Heat oil in a deep fryer or large saucepan to 350 degrees F (175 degrees C), or heat oil, 1/2-inch deep in a heavy skillet to 350 degrees F (175 degrees C).', 'Deep fry cornbread in the preheated deep fryer (or pan-fry in the preheated skillet) until nicely browned, about 3 minutes per side. Let cool about 10 minutes before serving.']",https://www.allrecipes.com/hot-water-cornbread-recipe-8681186
Oysters Casino,Oysters casino are a wonderfully decadent appetizer. Serve with a mignonette and a simple salad.,"['3 slices thick-cut bacon, cut crosswise into 1/2-inch pieces', '1 shallot, finely chopped', '1 small green bell pepper, finely chopped', '2 tablespoons seeded and finely chopped red Fresno chile', '1/2 cup unsalted butter, softened', '2 tablespoons finely chopped fresh flat-leaf parsley', '1 teaspoon grated lemon zest', '1/4 teaspoon kosher salt', '2 dozen oysters on the half shell', 'lemon wedges for serving']","['Gather all ingredients.', 'Preheat oven to 450 degrees F (230 degrees C), and line 2 rimmed baking sheets with aluminum foil. Crumble another layer of foil on each baking sheet, forming a total of 24 small cups to place the oysters on to prevent them from tipping over.', 'Place bacon in a large nonstick skillet, and cook over medium, stirring occasionally, until bacon is starting to brown but not quite crisp, about 5 minutes. Transfer bacon to a paper towel-lined plate, reserving 1 tablespoon drippings in skillet.', 'Heat drippings in skillet over medium. Add shallot, bell pepper, and chile; cook, stirring often, until slightly softened, about 1 minute. Transfer to a small bowl, and refrigerate, uncovered, until slightly cooled, about 5 minutes.', 'Stir together butter, cooled shallot mixture, parsley, lemon zest, and salt in a medium bowl until blended; set aside.', 'Arrange oysters, cupped sides down, in a single layer in the prepared foil cups. Spoon about 1 teaspoon of the butter mixture on top of each oyster, and top evenly with bacon pieces.', 'Bake in the preheated oven until bacon is crisp and butter is bubbling, about 10 minutes.', 'Using tongs, carefully transfer oysters to an oyster serving platter or onto a serving platter covered with rock salt to prevent oysters from tipping over. Squeeze lemon wedges over oysters. Serve immediately.']",https://www.allrecipes.com/oysters-casino-recipe-8635061
Chicken Chasseur,"Chicken chasseur—or chicken, hunter's style—features seared chicken thighs nestled in a delectable mushroom and tomato sauce.","['4 (8 ounce) bone-in, skin-on chicken thighs', '1 teaspoon freshly ground black pepper', '1 3/4 teaspoons kosher salt,\xa0divided', '1 tablespoon olive oil', '8 ounces fresh cremini mushrooms, sliced', '2/3 cup sliced shallot', '1 tablespoon tomato paste', '4 cloves garlic, finely chopped', '1/2 cup plus 1 tablespoon (optional) sweet vermouth, divided', '1 (15 ounce) can diced tomatoes', '1 1/2 cups chicken stock', '1 teaspoon chopped fresh thyme, plus more leaves for garnish', '1 teaspoon chopped fresh tarragon (optional), plus more leaves for garnish', '2 tablespoons cold unsalted butter, cubed']","['Gather all ingredients.', 'Preheat the oven to 375 degrees F (190 degrees C). Pat chicken dry with paper towels. Season both sides evenly with black pepper and 1 1/4 teaspoons of the salt. Heat oil in a large cast-iron skillet over medium heat. Add chicken, skin-side down, and cook, undisturbed, until skin is deeply browned and crispy, 8 to 10 minutes. Turn chicken over, and cook 2 minutes. Transfer to a large plate, and set aside.', 'Remove and discard all but 2 tablespoons of the drippings in the skillet. Increase heat to medium-high. Add mushrooms, and spread into an even layer; cook, undisturbed, for 4 minutes. Stir in shallot. Cook, stirring occasionally, until mushrooms are golden brown and tender, about 4 minutes. Add tomato paste and garlic, and cook, stirring constantly, for 1 minute. Remove from heat; add the 1/2 cup vermouth, and cook, stirring occasionally, until almost reduced but some liquid remains, about 1 minute.', 'Place skillet over medium-high heat. Stir in diced tomatoes, stock, and remaining 1/2 teaspoon salt. Nestle chicken thighs, skin-side up, in tomato mixture, making sure chicken skin exposed and not covered by tomato mixture. (It’s OK if some sides of skin are submerged).', 'Place skillet in the preheated oven, and bake, uncovered, until a thermometer inserted into thickest part of chicken registers 175 degrees F (79 degrees C) and sauce has thickened slightly, about 22 minutes. Remove from oven, and transfer chicken to a large platter.', 'Place the skillet with mushroom mixture over medium-high heat. Cook, stirring occasionally, until slightly reduced or a spatula leaves a trail when pulled across bottom of skillet, 8 to 10 minutes. Remove from heat, and stir in thyme, tarragon, and butter until butter has melted and sauce is velvety, about 1 minute. Add remaining 1 tablespoon vermouth, as desired.', 'Nestle chicken in sauce, and garnish with thyme and tarragon leaves.']",https://www.allrecipes.com/chicken-chasseur-recipe-8679017
Tartufo,Tartufo is a classic Italian dessert that you can make at home. It requires some patience as there is freezing time involved. Rolling the tartufos in pistachio and cookie crumbs is extra delicious.,"['1 quart vanilla ice cream (such as Haagen Dazs®)', '8 maraschino cherries (such as Luxardo®)', '2 cups semisweet chocolate chips', '5 tablespoons unrefined coconut oil', '36 chocolate wafer cookies (such as Dewey’s Bakery®) (optional)', '1/2 cup salted roasted pistachios (optional)']","['Gather all ingredients.', 'Let ice cream stand at room temperature until slightly softened, about 10 minutes. Line 8 small bowls with plastic wrap, leaving a 3-inch overhang.', 'Using a 2 oz. (1/4-cup) ice-cream scoop, place 1 scoop of ice cream into the bottom of each bowl. Gently press a maraschino cherry into the top of each ice-cream scoop, then top each with another 2 oz. (1/4-cup) scoop of ice cream.', 'Working with 1 bowl of ice cream at a time, gather overhanging plastic, wrap it up around ice cream, and gently twist it to form a ball. Freeze until ice cream is firm and set, about 2 hours.', 'Place chocolate chips in a large microwave-safe bowl, and microwave on HIGH in\xa0 (30-second) intervals, stirring thoroughly between intervals, until melted, 3 to 4 minutes total. Whisk in coconut oil until oil is completely melted and mixture is combined. Let cool slightly at room temperature, about 10 minutes.', 'Meanwhile, pulse cookies and pistachios, if using, in a food processor until finely ground, about 15 quick pulses. Transfer to a shallow bowl, and set aside at room temperature.', 'Working with 1 ice-cream ball at a time, remove ice-cream ball from freezer. Remove plastic wrap, and place ice-cream ball on a wire rack set inside a rimmed baking sheet. Pour chocolate mixture over ice-cream ball, allowing it to thinly coat the top and sides.', 'If coating in cookie mixture, quickly and carefully invert chocolate-coated ice-cream ball into cookie mixture, rolling until evenly coated. Transfer coated ice cream ball to a clean wire rack set inside a large, rimmed baking sheet in the freezer. Repeat process with remaining 7 ice-cream balls, returning to the freezer after each one. Freeze until set, about 1 hour, or until ready to serve.']",https://www.allrecipes.com/tartufo-recipe-8646241
Sloppy Joe Cornbread Casserole,"This sloppy Joe cornbread casserole pairs the best sloppy Joe you'll ever make with a cornbread top instead of a bun, and it's still great for feeding a crowd.","['cooking spray', '2 pounds ground chuck', '2 cups finely chopped yellow onion', '1 cup finely chopped green bell pepper', '3 tablespoons tomato paste', '2 cups beef broth', '1 1/2 cups ketchup', '3 tablespoons yellow mustard', '2 tablespoons Worcestershire sauce', '2 tablespoons packed light brown sugar', '1 teaspoon garlic powder', '1/2 teaspoon freshly ground black pepper', '2 (8.5 ounce) packages corn muffin mix (such as Jiffy®)', '2/3 cup whole milk', '1 1/2 teaspoons baking powder', '2 large eggs']","['Gather all ingredients. Preheat oven to 350 degrees F (175 degrees C). Lightly spray a 9x13-inch baking dish with cooking spray.', 'Heat a large skillet over medium-high heat; add ground beef, and cook, stirring occasionally and breaking up meat into smaller pieces with a wooden spoon, until almost fully browned, about 4 minutes. Add onion and bell pepper, and cook over medium-high, stirring occasionally, until softened and tender, 6 to 8 minutes.', 'Stir in tomato paste; cook, stirring constantly, until tomato paste has slightly darkened in color, about 2 minutes. Stir in beef broth, using a spatula to scrape any browned bits from bottom of pan. Stir in ketchup, mustard, Worcestershire sauce, sugar, garlic powder, and black pepper until fully combined. Bring to a boil over medium-high, and cook, stirring occasionally, until sauce thickens and bubbles appear all over the surface, about 7 minutes. Remove from heat, and transfer to the prepared baking dish.', 'Whisk together corn muffin mix, milk, baking powder, and eggs in a medium bowl until fully combined; spoon in an even layer over sloppy Joe filling.', 'Bake in the preheated oven until cornbread is golden brown and a wooden pick inserted in the center comes out clean, 20 to 25 minutes. Serve immediately.']",https://www.allrecipes.com/sloppy-joe-cornbread-casserole-recipe-8672792
Buffalo Chicken Tater Tot Casserole,"This Buffalo chicken tater tot casserole tastes just like a Buffalo chicken dip, but better! The tater tots make this a filling dish and eliminate the need for a side—great for a Superbowl party.","['cooking spray', '1 (10.5 ounce) can cream of chicken soup\xa0(such as Campbell’s®)', '3/4 cup ranch dressing', '2/3 cup sour cream', '1/2 cup buffalo-style hot sauce (such as Frank’s RedHot®)', '1/2 teaspoon garlic powder', '1/4 teaspoon freshly ground black pepper', '5 cups shredded rotisserie chicken (from 1 (3 pound) rotisserie chicken)', '1 1/2 cups sharp Cheddar cheese, shredded, divided', '6 cups frozen potato tots', 'chopped scallions, for garnish']","['Gather all ingredients. Preheat oven to 425 degrees F (220 degrees C). Lightly coat a 9x13 inch baking dish with cooking spray.', 'Whisk together cream of chicken soup, ranch dressing, sour cream, hot sauce, garlic powder, and black pepper in a large bowl until fully combined. Fold in chicken and 3/4 cup Cheddar until fully coated in ranch mixture. Transfer to the prepared baking dish. Top evenly with potato tots.', 'Transfer to prepared baking dish. Top evenly with potato tots.', 'Bake in the preheated oven until potato tots are golden brown and cooked through and filling is bubbling around edges, about 25 minutes. Remove pan from oven, and sprinkle remaining 3/4 cup Cheddar evenly over potato tots.', 'Return to the oven, and continue to bake at 425 degrees F (220 degrees C) until Cheddar is melted, about 5 minutes. Garnish with scallions.']",https://www.allrecipes.com/buffalo-chicken-tater-tot-casserole-recipe-8672248
Greek Turkey Meatballs,"These Greek turkey meatballs are perfect for your next Greek night at home, reminiscent of Greek-style kebabs, and they take no time to make.","['nonstick cooking spray', '1 pound ground turkey', '2 ounces feta cheese, drained and finely crumbled', '1/2 cup seasoned breadcrumbs', '2 tablespoons olive oil', '2 tablespoons finely chopped red onion', '2 tablespoons finely chopped fresh mint', '1 tablespoon finely chopped fresh oregano, plus oregano leaves for garnish', '1 tablespoon finely chopped fresh flat-leaf parsley', '3/4 teaspoon kosher salt', '1/2 teaspoon freshly ground black pepper', '1/2 teaspoon garlic powder', '1/2 teaspoon ground cumin', '1/2 teaspoon lemon zest, plus lemon wedges for serving', '1/4 teaspoon crushed red pepper', '1 large egg']","['Gather all ingredients.', ""Set an oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a large rimmed baking sheet with aluminum foil; spray with cooking spray."", 'Place ground turkey, feta, breadcrumbs, olive oil, red onion, mint, oregano, parsley, salt, black pepper, garlic powder, cumin, lemon zest, crushed red pepper, and egg in a large bowl; stir gently until well combined.', 'Using a cookie scoop or tablespoon, shape mixture into 24 (1-ounce) meatballs; arrange in an even layer on the prepared baking sheet. Generously spray meatballs with cooking spray.', 'Broil in the preheated oven until meatballs are golden brown on top, and an instant-read thermometer inserted into thickest portion of meatballs registers 165 degrees F (74 degrees C), 8 to 10 minutes. Rotate baking sheet from front to back halfway through cooking time. Garnish with oregano leaves, and serve with lemon wedges.']",https://www.allrecipes.com/greek-turkey-meatballs-recipe-8654633
Ginger Chicken,"Ginger chicken is a Chinese dish typically made with fresh garlic, ginger, and scallions with a sticky brown sauce over rice and noodles.","['1/4 cup packed light brown sugar', '3 tablespoons soy sauce', '2 tablespoons Shaoxing\xa0wine or rice vinegar', '1/8 teaspoon freshly ground white pepper', '1/2 cup plus 1 tablespoon tap water, divided', '4 scallions, sliced', '1 tablespoon olive oil', '1 1/2\xa0\xa0pounds boneless, skinless chicken thighs (about 6 thighs)', '1/2 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '1 1/2 tablespoons fresh ginger', '2 cloves garlic, chopped', '2 teaspoons cornstarch', 'sesame seeds for garnish', '2 cups cooked long-grain white rice, for serving']","['Gather all ingredients.', 'Whisk together brown sugar, soy sauce, Shaoxing wine, white pepper, and 1/2 cup of the water until combined; set aside. Thinly slice scallions, and separate white and light green parts from dark green parts; set aside.', 'Heat oil in a large skillet over medium-high until shimmering. Sprinkle both sides of chicken evenly with salt and black pepper. Add chicken to skillet, rounded sides down, and cook until golden brown, about 10 minutes. Flip chicken, and continue to cook until a thermometer inserted into thickest portion registers 165 degrees F (73 degrees C), about 5 minutes. Transfer to a large plate, and cover loosely with aluminum foil to keep warm.', 'Add ginger, garlic, and reserved white and light green scallion parts to drippings in skillet, and cook over medium-high, stirring often, until garlic and ginger are fragrant and lightly toasted, and scallions are starting to fall apart, 3 to 4 minutes.', 'Whisk together cornstarch and remaining 1 tablespoon water until smooth. Add cornstarch mixture and soy sauce mixture to skillet. Bring to a boil over medium-high. Reduce heat to low to maintain a simmer, and cook, stirring constantly, until sauce thickens and coats the back of a spoon, about 1 minute. Remove from heat.', 'Return chicken and any residual juices to skillet, tossing to coat evenly in soy sauce mixture. Garnish with sesame seeds and dark green scallion parts. Serve over rice.']",https://www.allrecipes.com/ginger-chicken-recipe-8639346
French Onion Chicken Casserole,"This French onion chicken casserole is creamy, rich, and aromatic. It has all the components of French onion soup—plus chicken—even a crisp crouton topping.","['2 tablespoons unsalted butter', '1 1/2 cups chopped yellow onion', '1/2 cup chopped celery', '1/2 cup chopped carrot', '1 tablespoon finely chopped fresh garlic', '2 teaspoons fresh thyme leaves, plus more for garnish', '1 teaspoon kosher salt', '1 teaspoon freshly ground black pepper, plus more for garnish', '1 (10.5 ounce) can condensed French onion soup', '1/4 cup dry white wine', '1 cup sour cream', '1 cup mayonnaise', '1 teaspoon Dijon mustard', '2 cups Gruyere cheese, shredded, divided', '6 cups chopped rotisserie chicken (from 1 1/2 whole rotisserie chickens)', '1 (5 ounce) package seasoned croutons']","['Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C).', 'Melt butter in a large skillet over medium heat. Add onion, celery, carrot, garlic, thyme, salt, and pepper; cook, stirring often, until onions are softened and translucent, 5 to 7 minutes.', 'Add French onion soup and wine, and bring to a simmer over medium heat. Simmer, undisturbed, until reduced and slightly thickened, 2 to 3 minutes. Stir in sour cream, mayonnaise, and mustard, and return to a simmer. Add 1 cup Gruyère, and cook, stirring constantly, until completely melted and combined, about 1 minute. Remove from heat, and fold in chicken.', 'Transfer to a 9x13-inch baking dish. Sprinkle croutons evenly over chicken mixture; sprinkle evenly with remaining Gruyère cheese. Bake in the preheated oven until bubbling and cheese is melted, 12 to 15 minutes. Let rest 10 minutes before serving. Garnish with additional thyme and pepper.']",https://www.allrecipes.com/french-onion-chicken-casserole-recipe-8672221
Breakfast Nachos,"These breakfast nachos are a play on steak and eggs and they're out of this world. Salty tortilla chips are layered with sliced seared flat iron steak, eggs, beans, and cheese, broiled, dressed with everything else nacho, then finished with a zingy chimichurri sauce.","['3/4 cup packed fresh cilantro leaves and tender stems', '1/2 cup loosely packed fresh flat-leaf parsley leaves and tender stems', '1 clove garlic, coarsely chopped', '1 1/2 tablespoons red wine vinegar', '1/4 teaspoon crushed red pepper', '1/4 teaspoon kosher salt', '1/4 cup extra-virgin olive oil', '1 (8 ounce) flat iron steak, patted dry', '3/4 teaspoon kosher salt, divided', '1/2 teaspoon ground black pepper, divided', '1/2 teaspoon ground cumin (optional)', '2 tablespoons olive oil', '8 large eggs', '1 (11 ounce) package tortilla chips (such as Tostitos®)', '2 (8 ounce) packages shredded Mexican cheese blend (such as Tilamook®)', '1 (15 ounce) can black beans, drained and rinsed', '1 cup chopped plum tomatoes', '1 avocado, chopped', '1/2 cup drained pickled jalapeno slices', '1/2 cup sour cream, or as needed']","['Gather all ingredients.', 'For chimichurri: Place cilantro, parsley, garlic, vinegar, crushed red pepper, and salt in a small food processor; pulse until finely chopped, about 10 pulses. With processor running, pour oil through food chute, and process until fully incorporated, about 20 seconds; set aside.', 'For steak: Sprinkle steak evenly with 1/2 teaspoon of the salt, 1/4 teaspoon of the black pepper, and cumin, as desired. Heat a medium cast-iron skillet over medium-high for 5 minutes. Add steak and 1 tablespoon of the oil, swirling to distribute oil evenly. Cook, undisturbed, until nicely browned and a thermometer inserted into thickest portion of steak\xa0registers 120 degreed F (49 degrees ) for rare, about 3 minutes per side. Transfer to a cutting board, and let rest 10 minutes. Do not wipe skillet clean.', 'Meanwhile, whisk together eggs and remaining 1/4 teaspoon each salt and black pepper in a medium bowl until thoroughly blended. Heat cast-iron skillet over medium. Add remaining 1 tablespoon oil and eggs; cook, stirring occasionally, until just set, about 2 minutes. Transfer to a bowl; cover, and set aside.', 'Preheat the oven’s broiler and place a rack about 12 inches from the heat source. Line a large rimmed baking sheet with aluminum foil.', 'To assemble nachos, arrange half of tortilla chips in an even layer on prepared baking sheet. Thinly slice steak across the grain, and cut into 3/4-inch pieces. Sprinkle tortilla chips evenly with half of steak, half of beans, half of eggs, and half of Mexican blend cheese. Repeat with remaining chips, steak, beans, eggs, and cheese.', 'Broil until cheese is melted and bubbly, about 2 minutes. Top with tomatoes, avocado, and pickled jalapeños. Drizzle evenly with chimichurri, and serve with sour cream.']",https://www.allrecipes.com/breakfast-nachos-recipe-8679259
"Spinach, Feta, and Rice Casserole","This spinach, feta, and rice casserole is a perfectly creamy rice casserole, scented with lemon and dill. Sun-dried tomatoes add a pop of sweetness.","['1 cup thinly sliced scallions', '1/4 cup drained, chopped sun-dried tomatoes in oil', '1 tablespoon finely chopped fresh garlic', '1 teaspoon dried oregano', '1 (16 ounce) package frozen chopped spinach', '3 cups vegetable broth', '1 1/2 cups uncooked long-grain white rice', '1 1/2 teaspoons grated lemon zest plus 2 tablespoons fresh lemon juice (from 1 lemon)', '1 teaspoon kosher salt', '3/4 teaspoon freshly ground black pepper', '6 ounces feta cheese, crumbled (about 1 1/2 cups), divided', '1/2 cup chopped fresh dill']","['Gather all ingredients. Preheat the oven to 425 degrees F (190 degrees C).', 'Heat oil in a large ovenproof skillet over medium-high heat. Add scallions, sun-dried tomatoes, garlic, and oregano; cook, stirring often, until scallions soften, about 2 minutes. Add spinach, and cook, stirring occasionally, until thawed, 5 to 6 minutes.', 'Stir in broth, rice, lemon zest and juice, salt, pepper, and 1 cup of the feta. Bring to a simmer over high heat, stirring occasionally. Stir in dill, and top evenly with remaining 1/2 cup feta.', 'Bake in the preheated oven until rice is tender and feta begins to brown, about 20 minutes.']",https://www.allrecipes.com/spinach-feta-and-rice-casserole-recipe-8672182
Zucchini Boats,"These zucchini boats, with fork-tender zucchini halves piled to the brim with a delicious meaty tomato filling, are a perfect carb-free dinner. Italian seasoning ties the flavors together, and the golden-brown cheese crust adds a nice tang.","['4 (8 ounce) zucchini', '1 teaspoon dried Italian seasoning', '1/4 teaspoon ground black pepper', '1 teaspoon kosher salt, divided', '1 pound mild Italian pork sausage', '1/2 cup minced yellow onion', '2 teaspoons minced garlic', '1/2 teaspoon crushed red pepper', '1 1/2 cups marinara sauce', '6 ounces shredded low-moisture whole-milk mozzarella cheese', '1 ounce grated Parmesan cheese', '1 tablespoon finely chopped mixed fresh tender herbs, such as flat-leaf parsley and basil']","['Gather the ingredients.', 'Preheat the oven to 400 degrees F (175 degrees C). Spray a 13-x9-inch baking dish with cooking spray.', 'Cut zucchini in half lengthwise; cut off and discard stem ends. Using a spoon, scoop and scrape out pulp from center of each zucchini half, creating a 1/2-inch-thick shell. Measure out 3/4 cup zucchini pulp, and discard or reserve remaining pulp for another use. Arrange zucchini halves, cut side up, in prepared baking dish. Sprinkle evenly with Italian seasoning, black pepper, and 1/2 teaspoon of the salt.', 'Heat a large skillet over medium-high heat. Add Italian sausage; cook, stirring and breaking up with a spatula, until browned and crumbly, about 5 minutes. Stir in onion, garlic, crushed red pepper, the 3/4 cup zucchini pulp, and remaining 1/2 teaspoon salt; cook, stirring occasionally, until vegetables are softened and liquid is absorbed, about 5 minutes. Stir in marinara, and bring to a simmer over medium-high heat. Simmer, undisturbed, until slightly thickened, 3 to 5 minutes. Remove from heat.', 'Spoon about 1/2 cup pork mixture into each zucchini half; sprinkle evenly with mozzarella and Parmesan.', 'Bake in the preheated oven until zucchini is tender and cheese is melted and golden brown, 20 to 25 minutes. Sprinkle evenly with herbs; serve immediately.']",https://www.allrecipes.com/zucchini-boats-recipe-8654815
Crispy Cheesy Chicken Ranch Patties,"These crispy cheesy chicken ranch patties, made with chopped boneless chicken breast, ranch dressing mix, and mozzarella cheese, are pan-fried, and then served with an easy ranch sauce.","['1 1/2 pounds skinless, boneless chicken breasts, cut into 1/2-inch pieces', '2 large eggs', '3 tablespoons grated onion', '2 tablespoons finely chopped fresh parsley', '1 1/2 cups shredded mozzarella cheese', '1 (1 ounce) packet dry ranch dressing mix, divided', '3/4 cup mayonnaise, divided', '1/2 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '1/3 cup all-purpose flour', '3 tablespoons olive oil, plus more as needed for frying', '1 tablespoon fresh lemon juice', '1/8 teaspoon cayenne pepper']","['Combine chicken, eggs, onion, parsley, mozzarella, and half of ranch seasoning packet in a large bowl. Add 1/2 cup mayonnaise, salt, and pepper and stir to combine. Stir in flour just until mixture comes together.', 'Preheat the oven to 200 degrees F (93 degrees C). Place a rack inside a sheet pan and set in the oven while it preheats. Heat 1 1/2 tablespoons oil in a large, nonstick skillet over medium-high heat.', 'Working in batches, spoon about 1/4 cup of chicken mixture into skillet for each patty.\xa0 Cook, undisturbed, until golden brown, about 4 minutes. Flip and cook until golden brown and cooked through, 3 to 4 minutes more. An instant read thermometer inserted near the center will read 165 degrees F (74 degrees C). Repeat with remaining oil and chicken mixture. Place cooked patties on the prepared pan in the oven to keep warm.', 'Combine remaining mayonnaise and remaining ranch seasoning in a small bowl.\xa0 Add lemon juice and cayenne and stir until well combined. Serve chicken patties with ranch sauce.']",https://www.allrecipes.com/crispy-cheesy-chicken-ranch-patties-recipe-8678264
Peach Custard Pie,"This peach custard pie, a cross between peach pie and Southern chess pie, has just the right amount of peach to balance with the tender custard and the flaky crust. Blind baking the crust is optional, but it does ensure that the bottom crust will be crisp.","['1 ready-to-bake single pie crust shell', '2 ripe peaches, peeled and sliced into eighths', '4 large eggs', '1 cup white sugar', '1 tablespoon brown sugar', '1 tablespoon all-purpose flour', '2 tablespoons cornmeal', '1/2 teaspoon salt', '1 teaspoon vanilla extract', '1 tablespoon apple cider vinegar', '1/4 cup whole milk', '1/2 cup melted butter']","['To blind bake the crust (optional): Chill pastry-filled pie pan at least 20 minutes before baking to prevent shrinkage.', 'Preheat the oven to 400 degrees F (200 degrees C). Line pastry with parchment or a double layer of aluminum foil and a layer of pie weights or dried beans.', 'Bake in the preheated oven for about 15 minutes. Remove from the oven, carefully remove the foil and weights, and let cool to room temperature, about 20 minutes. The base of the crust will have turned a very light golden brown. Reduce the oven temperature to 350 degrees F (175 degrees C).', 'For custard: combine eggs, white sugar, and brown sugar in a bowl, and whisk vigorously until sugar is dissolved, about 2 minutes. Add flour, cornmeal, salt, vanilla, vinegar, milk, and butter, and whisk vigorously until you achieve a smooth, emulsified batter, about 2 minutes.', 'Arrange 12 peach slices on the bottom of the crust. Whisk batter again, and slowly ladle into the crust, being careful not to move the peach slices out of place.', 'Bake in the preheated oven at 350 degrees F (175 degrees C) until top is browned and a very sharp knife inserted near the center comes out clean, 50 to 60 minutes. The pie should not be liquid, but jiggle when the pie dish is moved back and forth.', 'Let cool completely before serving. For best results, chill in the refrigerator before serving.']",https://www.allrecipes.com/peach-custard-pie-recipe-8678564
Cajun Caviar,"This Cajun caviar will be your next favorite party dip. With 2 kinds of cheese, Cajun seasoning, pecans, and a little mayo, it's got it all going on. It takes minutes to put together, and there's no cooking needed. Serve it with your favorite crackers.","['6 ounces Monterey Jack cheese, shredded', '6 ounces Cheddar cheese, shredded', '1 cup finely chopped pecans', '1 bunch green onions, thinly sliced, divided', '1 cup mayonnaise', '1 teaspoon Cajun seasoning', '1 cup red pepper jelly']","['Combine Monterey Jack cheese, Cheddar cheese, and pecans in a large bowl. Set aside 1 tablespoon green onions for garnish, and add remaining green onions to the bowl. Add mayonnaise and Cajun seasoning and mix well.', 'Spread cheese mixture evenly onto a serving dish or pie plate. Spread pepper jelly on top and sprinkle with reserved green onions. Serve immediately or refrigerate until ready to serve.']",https://www.allrecipes.com/cajun-caviar-recipe-8678228
Creamy Mississippi Chicken Enchiladas,"These creamy Mississippi chicken enchiladas take creamy, cheesy slow cooker Mississippi chicken, flavored with pepperoncini and ranch dressing, to a new level. Shredding the chicken and making baked enchiladas is the obvious next step.","['2 pounds skinless, boneless chicken breasts', '1 (1 ounce) package dry ranch dressing mix', '1 cup drained sliced pepperoncini peppers', '1/4 cup pepper juice (from jar of pepperoncini peppers)', '4 tablespoons butter', '1/4 cup water', '8 ounces cream cheese, softened', '1/2 cup sour cream', '3 cups shredded Monterey Jack cheese', '8 (10 inch) flour tortillas', '1 1/2 cups heavy cream', 'sliced green onions and pico de gallo, for serving']","['Place chicken, ranch dressing mix, pepperoncini, pepper juice, butter, and water, in that order, into a slow cooker. Cook on High for 2 hours or Low for 3 1/2 hours until chicken easily shreds with a fork.', 'Preheat the oven to 350 degrees F (1 degrees C). Remove half of the liquid in the slow cooker and discard. Shred chicken in the remaining liquid. Stir in cream cheese and sour cream.', 'Place about 1/2 cup chicken mixture and 2 tablespoons cheese in each tortilla and roll to seal. Place seam side down in a 9x13-inch casserole dish. Top with remaining cheese and pour heavy cream evenly over the top.', 'Bake in the preheated oven until browned around the edges and bubbly, about 30 minutes. Let stand for 5 to 10 minutes before serving. Top with green onions and pico de gallo.']",https://www.allrecipes.com/creamy-mississippi-chicken-enchiladas-recipe-8678116
